deal_id,product_id,quantity,price,discount_percentage,total_amount
18743,28,42,6661.81,15.96,235140.58
15489,74,47,9168.93,17.08,357335.21
11800,62,46,8935.33,9.99,369963.76
5766,97,86,6240.06,18.3,438439.1
8208,45,8,4875.69,9.21,35413.11
14175,52,38,4484.15,12.17,149660.3
1011,56,67,803.92,13.06,46828.18
5442,72,65,5312.78,6.48,322953.27
11074,22,45,4493.54,6.02,190036.3
4189,84,4,7685.24,6.54,28730.5
8268,5,49,3220.08,22.14,122850.56
13795,30,96,701.07,26.72,49319.43
1309,95,52,6082.56,9.45,286403.42
5584,7,32,3042.11,27.51,70567.22
13242,30,39,7821.47,5.59,287985.74
5303,34,36,4996.24,10.1,161698.31
9363,25,54,2541.59,11.1,122011.57
5412,50,91,6424.01,6.63,545826.93
19880,91,61,794.01,3.93,46531.13
545,92,88,5282.09,2.65,452506.09
15274,25,44,8484.16,2.21,365053.04
13019,51,29,7171.3,25.28,155393.47
4532,97,20,9431.78,13.43,163301.84
11591,68,66,1774.11,10.25,105089.41
7284,24,72,7116.11,15.93,430740.98
4160,19,35,2165.25,23.9,57671.43
9298,10,36,4837.11,22.33,135251.4
14097,60,86,6687.07,22.41,446210.79
18801,12,97,5674.24,29.51,387977.86
17719,77,30,5044.74,29.23,107104.87
9299,17,94,555.18,27.23,37976.42
10802,91,83,7264.64,4.2,577640.58
14683,94,48,2263.92,14.92,92454.87
847,14,12,6127.56,17.92,60354.01
2160,72,97,4195.3,26.42,299429.47
15871,69,39,5430.96,4.77,201704.23
12884,34,43,5798.18,7.86,229725.05
17243,28,90,3253.21,16.46,244595.85
7685,93,89,191.35,12.25,14943.96
2841,95,78,6139.25,10.82,427048.69
321,4,59,2815.34,25.48,123781.49
3409,97,62,8283.66,19.04,415799.97
3244,91,9,1551.8,6.59,13045.83
11975,12,21,7175.97,26.04,111454.3
5316,30,64,3235.6,16.44,173034.71
9648,37,69,7793.67,2.28,525502.23
11072,95,74,923.86,23.45,52333.9
15947,5,15,4327.3,29.18,45968.91
2775,61,38,9853.3,27.98,269661.17
3970,16,40,4844.14,11.22,172025.1
18128,13,83,8856.16,5.0,698308.22
16633,100,22,7375.79,3.6,156425.75
17032,40,29,9891.44,7.38,265682.1
6958,20,99,520.52,17.25,42642.3
4666,49,63,6688.48,1.39,415517.14
856,14,3,1700.77,14.01,4387.48
17804,6,8,6732.41,14.86,45855.79
13856,96,1,1786.4,24.48,1349.09
19181,75,54,4895.53,29.72,185791.24
14235,49,30,3344.34,20.01,80254.13
2705,8,59,2121.28,23.19,96131.95
11225,46,85,5986.12,19.87,407717.63
10465,56,34,4096.62,23.58,106441.66
11683,60,56,8856.4,5.08,470763.71
10966,19,83,6406.47,19.41,428526.86
440,16,98,1716.23,18.97,136284.79
2207,23,16,2567.45,13.35,35595.13
19777,30,61,4911.27,23.28,229843.51
10495,72,81,524.7,13.35,36826.86
9165,56,50,3877.7,10.67,173197.47
6342,31,47,5672.98,13.43,230821.64
10576,34,20,5561.15,23.38,85219.06
4292,93,40,584.5,26.99,17069.74
16268,35,76,430.58,7.93,30129.06
5451,29,11,3201.78,7.76,32486.54
11359,18,31,1047.88,12.79,28329.54
6811,46,92,3470.76,21.35,251137.25
7879,27,66,7856.32,13.34,449346.94
15693,64,44,8136.84,15.36,303028.94
18155,2,88,7399.67,7.63,601486.62
9393,92,98,2231.9,18.22,178874.29
8967,84,33,8901.47,11.23,260760.55
17111,43,61,4433.33,9.52,244687.9
6955,95,55,3049.73,10.44,150223.6
17173,82,71,7567.33,23.45,411288.17
11660,13,65,709.71,28.82,32836.15
9343,76,12,2482.06,24.86,22380.24
10512,48,66,1341.36,11.95,77950.45
11041,49,86,3210.67,0.94,273522.11
15723,69,65,2211.14,8.49,131521.92
4095,32,80,646.03,5.23,48979.41
18643,53,83,3479.86,8.99,262862.71
1,35,75,3498.53,4.45,250713.41
9090,20,71,6754.61,15.16,406873.39
6680,72,71,8967.97,18.18,520969.11
4354,29,4,9342.91,5.86,35181.66
16942,74,43,1321.79,27.79,41041.98
5395,9,53,4134.8,2.54,213578.13
19108,19,64,1998.9,28.18,91879.04
5418,28,74,5678.38,7.74,387676.63
1748,22,56,4214.35,23.68,180117.95
8152,30,21,674.65,11.79,12497.28
531,98,15,7357.65,7.03,102606.11
18318,71,88,5622.58,1.9,485386.09
16396,80,84,3627.18,17.91,250114.37
16939,7,89,3665.89,28.3,233931.44
12673,84,97,6467.62,5.38,593607.22
6177,56,58,3807.36,3.81,212413.38
9152,32,56,6992.81,28.86,278582.36
10474,72,25,4938.3,27.17,89914.1
8097,66,87,6218.83,27.31,393280.67
7221,87,11,4430.62,19.01,39471.95
16388,76,1,6048.32,11.52,5351.55
10627,33,94,5280.36,13.79,427906.65
7025,32,41,9453.31,17.56,319525.66
15592,11,2,3133.35,0.11,6259.81
11683,12,40,5502.21,5.16,208731.84
1922,10,57,4767.23,19.16,219668.24
11738,9,23,1531.53,9.55,31861.18
2657,75,62,7660.82,17.85,390188.55
18756,44,15,2864.58,7.85,39595.66
17408,54,69,760.05,22.51,40638.43
5570,48,65,8391.88,26.39,401522.09
4173,18,19,3771.78,9.02,65199.74
15376,8,7,8367.58,24.68,44117.23
2587,93,24,301.44,21.66,5667.55
7730,2,57,1872.44,18.57,86909.49
2012,35,92,4616.57,20.95,335744.67
17276,52,88,8871.09,3.33,754660.08
2236,13,92,4950.86,19.35,367343.91
13534,30,73,8596.81,9.29,569266.14
17978,60,38,7599.02,26.6,211951.87
17746,38,88,7322.46,11.79,568404.49
1555,72,87,1441.48,10.26,112541.82
7628,40,69,1188.39,24.36,62023.98
4077,84,1,8960.98,3.52,8645.55
1187,4,43,3197.74,13.44,119022.44
5384,18,13,9262.1,6.77,112255.73
1146,55,10,6416.92,27.84,46304.49
4251,38,84,6380.45,13.47,463764.28
8927,23,4,9580.57,19.02,31033.38
13848,88,49,5365.6,16.64,219165.44
12528,82,81,1084.49,20.37,69949.93
1156,94,32,7267.18,28.65,165924.25
16435,100,35,8425.36,11.35,261417.86
9226,50,87,906.78,23.94,60003.63
14571,64,13,8268.62,4.3,102869.9
11212,9,36,482.71,2.58,16929.22
5612,83,82,8530.03,27.41,507739.8
4843,95,32,560.75,15.82,15105.26
15293,58,41,9514.44,17.77,320772.68
17784,1,4,7841.14,15.91,26374.46
9783,32,40,7441.11,0.93,294876.31
12531,43,61,4892.01,6.89,277851.98
17013,57,43,6265.53,8.5,246517.28
17319,10,6,1068.39,21.67,5021.22
3307,86,70,5168.29,12.99,314785.04
3252,71,36,4492.68,27.57,117145.73
6962,66,83,3252.43,19.33,217770.03
11163,37,56,9425.37,29.92,369896.76
16085,8,95,1123.13,5.37,100967.7
14002,57,48,4832.56,19.95,185686.29
10680,69,92,1186.56,27.07,79612.96
10929,44,10,6219.69,29.25,44004.31
15894,11,7,7687.46,19.54,43297.31
7931,1,48,8388.13,0.54,400456.04
19442,95,66,7782.67,28.98,364798.65
9555,29,84,9601.16,0.37,803513.4
5327,92,2,1376.75,27.17,2005.37
16788,17,13,3072.89,26.29,29445.35
2687,40,38,7346.0,1.27,275602.82
9357,73,68,4886.24,18.6,270463.16
7296,2,59,5540.04,1.97,320423.17
3591,91,59,4594.83,9.29,245910.25
18492,42,29,7519.27,26.86,159488.23
631,87,46,4050.75,26.52,136918.59
14551,38,41,8306.62,23.82,259447.31
10719,46,34,2354.54,11.88,70543.9
12962,18,13,1897.05,21.91,19258.28
12223,98,29,897.17,1.7,25575.63
6906,68,36,5758.28,5.99,194880.93
14554,72,76,1423.45,11.03,96249.7
17460,89,23,4930.58,10.7,101269.18
13390,73,33,6424.17,21.26,166926.92
6811,6,78,2582.45,4.98,191399.83
12189,1,40,4014.69,24.0,122046.58
19794,49,55,878.8,19.22,39044.21
13532,57,54,2861.98,1.6,152074.17
9081,99,2,4223.9,16.96,7015.05
13988,90,27,682.33,28.53,13166.85
14574,64,67,1809.52,18.45,98869.46
18604,33,40,5058.15,10.82,180434.33
5076,64,48,4652.86,21.99,174225.41
4511,37,62,9753.87,13.06,525760.9
8947,34,14,2893.96,4.52,38684.14
6825,41,77,6978.43,24.08,407947.85
17010,74,100,8928.54,9.97,803836.46
2026,36,21,6769.32,18.9,115288.29
3697,4,41,8811.59,1.46,356000.57
15557,99,16,5093.42,16.87,67746.56
8431,26,6,2247.05,8.82,12293.16
1393,88,55,8714.41,6.84,446508.94
4549,64,91,1500.68,7.12,126838.67
15379,12,94,3606.65,24.89,254641.75
5836,73,90,8294.27,16.74,621522.83
16853,67,38,4821.09,25.47,136540.02
6141,12,57,6486.42,9.09,336117.85
10831,19,34,2313.12,20.1,62838.22
3332,4,54,5402.97,27.68,211001.11
9918,11,48,8258.63,27.08,289065.26
1422,57,22,1912.08,25.45,31360.02
3602,88,17,8911.43,4.99,143934.74
9799,6,62,3557.11,21.19,173808.22
16232,67,52,8471.25,26.03,325841.55
19757,98,24,272.45,23.21,5021.14
17887,47,22,913.73,7.46,18602.45
13737,31,98,8103.19,2.32,775689.21
9742,36,85,3018.85,16.12,215237.97
1344,77,60,2368.39,10.23,127566.22
7663,75,31,2299.99,7.82,65724.05
8065,10,100,1852.1,14.27,158780.53
6312,4,61,9231.36,14.82,479659.62
3570,14,31,8194.99,27.83,183344.05
5544,27,62,9189.3,20.26,454307.96
12945,32,50,4359.65,22.72,168456.88
1178,60,7,9466.08,18.23,54182.9
5706,25,36,1766.36,16.88,52855.14
10983,74,40,3006.36,7.26,111523.93
14267,29,51,4562.45,4.02,223331.02
13968,41,49,2564.31,29.88,88106.61
8238,37,22,4613.82,19.16,82055.87
6408,32,7,6353.92,17.78,36569.35
1361,2,69,7306.85,24.63,379994.93
12712,68,72,9503.65,20.97,540772.89
15374,12,51,8703.93,7.81,409231.81
3495,33,22,9550.17,21.03,165918.92
14932,46,11,8058.2,19.12,71692.19
15433,69,2,547.44,0.85,1085.57
6016,49,57,2466.87,25.23,105135.29
15264,5,42,8107.22,18.51,277476.09
18797,4,49,2768.95,27.69,98109.16
9963,38,58,7567.01,27.0,320387.2
3151,5,36,1584.57,26.67,41830.75
16707,17,22,207.63,27.93,3292.06
14691,35,52,5673.53,24.09,223952.38
4775,66,12,5805.47,26.28,51357.51
14177,41,50,1007.12,4.05,48316.58
8126,15,43,8390.76,5.73,340128.69
3128,35,8,2006.76,3.22,15537.14
10379,56,100,4367.22,18.58,355579.05
88,35,24,3397.1,10.29,73140.92
8794,99,100,2477.79,3.23,239775.74
7281,21,40,4482.15,12.76,156409.11
9123,90,75,6142.23,3.34,445280.96
4114,59,83,4816.13,18.64,325227.48
4407,13,19,6487.25,24.35,93244.49
2087,69,92,8263.74,25.76,564420.05
12970,98,38,9960.71,9.24,343532.94
11585,48,11,3601.66,19.13,32039.29
16569,29,80,963.18,29.67,54192.36
476,62,40,7444.72,13.89,256425.94
19095,82,100,2577.95,2.96,250164.27
8188,11,89,6933.25,26.64,452674.67
13960,79,76,6651.07,27.65,365715.74
11227,9,45,2545.95,18.58,93281.06
3857,35,18,7539.29,23.23,104182.43
11579,54,89,7798.38,28.63,495347.64
8834,89,50,4288.36,1.72,210730.01
3805,17,73,8307.68,20.27,483531.07
310,77,82,2731.05,0.8,222154.53
19258,73,30,7733.84,27.45,168327.03
12928,36,36,5326.27,0.17,191419.75
15636,25,26,8492.29,4.55,210753.16
8944,54,62,6442.69,11.65,352911.23
18969,72,49,8604.35,19.11,341042.88
13308,53,23,7920.98,8.12,167389.32
19848,97,83,4714.38,17.37,323325.85
12902,24,46,9079.09,28.34,299279.49
2582,2,89,9105.22,23.68,618470.25
11705,63,10,9249.68,28.19,66421.95
17379,89,19,7468.65,24.84,106655.31
3022,75,19,8101.44,6.46,143983.65
17758,38,56,6281.45,21.07,277645.12
16683,21,5,2099.16,5.57,9911.18
9707,3,73,4794.74,16.26,293103.42
17153,87,27,682.02,13.34,15958.04
9669,11,40,6557.67,15.15,222567.32
9071,58,34,375.24,11.44,11298.63
14528,14,1,2952.68,9.97,2658.3
2051,86,81,2706.94,5.13,208013.99
11546,98,84,2550.75,18.4,174838.61
7938,81,97,3489.11,20.19,270111.89
15366,77,85,5004.72,27.49,308458.41
10374,61,37,1117.29,19.76,33171.0
9957,72,74,4822.58,10.53,319292.41
13977,68,48,9236.97,4.63,422846.32
5499,10,70,8318.76,14.66,496946.08
3788,3,18,3396.69,8.39,56010.74
5389,75,45,1362.73,7.32,56834.02
3809,28,93,2373.09,20.37,175741.32
16869,19,40,4431.75,25.8,131534.34
599,63,87,7343.94,6.54,597137.23
11750,45,56,2574.86,15.81,121395.38
15948,90,9,8243.13,27.99,53422.9
16025,64,30,4792.3,11.17,127710.0
4212,89,39,2657.17,22.1,80727.48
17737,13,22,2971.0,23.02,50315.67
5548,45,3,5317.0,13.04,13870.99
1275,45,66,1018.13,19.52,54079.81
17233,54,15,8403.63,28.43,90217.17
3525,89,74,9753.21,26.54,530188.4
19220,18,57,6471.05,23.58,281875.06
12702,52,22,4852.73,26.97,77966.87
10021,69,76,9392.57,24.2,541087.17
8784,66,64,4299.43,29.48,194045.31
19907,100,68,907.22,22.01,48112.78
3496,94,53,7815.0,15.05,351858.65
2000,23,13,998.88,7.69,11986.86
1401,40,70,3024.57,7.65,195523.33
2421,59,48,2477.68,5.35,112565.96
13922,93,56,7352.65,12.79,359085.78
19357,59,39,4888.2,16.94,158345.42
17013,44,55,6996.62,26.9,281299.11
17400,56,19,2548.96,4.32,46338.05
6747,24,6,6881.9,16.19,34606.32
7816,23,98,8853.89,24.58,654405.18
19483,30,23,5274.9,4.14,116299.94
4610,28,47,7961.23,6.87,348471.79
15030,79,30,4846.82,8.27,133379.64
12288,89,84,124.87,19.09,8486.71
4393,72,21,819.44,2.47,16783.2
6718,47,89,1391.53,27.85,89355.01
1394,99,91,6462.7,4.05,564287.42
11282,63,71,7360.61,28.09,375804.04
1547,6,25,7079.98,25.75,131422.13
10239,88,52,4045.89,27.66,152193.43
9663,23,54,7137.85,8.7,351910.28
12831,2,42,8144.38,23.32,262294.64
16604,12,76,4433.48,16.72,280607.36
4850,10,18,195.58,17.77,2894.86
5254,17,73,9389.53,28.09,492896.8
18374,22,33,2975.3,10.38,87993.31
11345,47,68,2140.72,23.68,111098.23
3137,29,76,3475.69,1.31,260692.04
7435,24,37,8985.84,1.55,327322.7
10145,94,12,7247.26,12.88,75765.75
18276,76,12,5100.66,29.05,43427.02
13627,48,18,3100.22,27.38,40524.84
7748,72,25,4894.68,29.49,86280.97
13496,59,47,3683.84,0.13,172915.4
17020,88,30,336.63,7.35,9356.63
16136,21,24,2503.37,24.16,45565.34
18103,76,63,4019.8,3.2,245143.48
4942,57,82,3179.63,27.99,187751.43
1154,17,60,6443.28,0.29,385475.67
4182,65,18,3540.81,24.58,48068.62
15217,26,20,886.71,18.0,14542.04
18156,97,81,8533.7,16.59,576554.69
11367,42,84,121.68,29.77,7178.29
13691,27,18,1269.35,3.9,21957.22
3159,16,98,8635.99,22.01,660050.44
18758,45,70,3087.14,4.11,207218.1
14725,95,51,356.35,7.6,16792.64
1183,57,56,9457.66,3.52,510986.02
1361,34,59,665.85,6.66,36668.76
17067,64,40,278.44,15.49,9412.39
13123,33,5,3069.15,0.11,15328.87
1954,67,46,1162.0,3.44,51613.25
14564,92,80,5382.85,13.76,371373.59
19388,59,95,3126.01,28.75,211591.8
13959,48,87,8331.9,6.1,680657.91
18324,8,23,2357.87,13.14,47105.06
14811,43,40,6221.15,7.91,229162.28
9980,30,22,6304.67,6.92,129104.51
13793,28,77,5442.83,4.33,400950.97
19811,58,10,6824.25,20.59,54191.37
18653,98,1,955.58,16.87,794.37
3262,9,28,2283.46,25.09,47895.12
16316,88,76,953.8,26.92,52974.82
4158,34,77,7335.78,4.43,539831.98
16546,49,67,1555.51,8.71,95141.68
9266,79,25,3237.4,9.67,73108.59
6,7,42,6694.56,16.53,234693.87
19338,47,19,7561.7,11.39,127308.03
458,2,65,9468.23,17.18,509703.23
197,67,65,7925.67,3.18,498786.19
19976,35,81,2465.97,3.71,192333.08
16501,32,83,8885.01,25.79,547265.97
5651,53,47,2333.48,22.28,85238.29
12099,29,18,3838.49,15.37,58473.25
8260,8,29,7864.24,23.26,175015.52
11366,31,95,6966.35,15.65,558231.04
8344,85,46,6734.82,28.6,221198.43
16934,13,34,3062.86,14.15,89401.82
13041,50,9,9162.67,18.79,66969.04
13680,9,51,2736.07,2.86,135548.74
10179,71,51,888.88,21.88,35414.05
10683,70,35,8229.58,16.73,239846.99
1370,23,69,3598.77,9.51,224700.36
9480,58,87,9433.57,1.39,809312.57
16324,69,8,3659.0,25.6,21778.37
3910,37,72,172.49,22.58,9615.01
11372,66,59,2374.67,13.29,121485.51
6198,9,75,5285.2,7.65,366066.16
2881,19,33,2901.8,25.42,71417.36
1903,79,7,6859.73,24.56,36224.86
6138,55,51,5570.41,19.64,228295.46
3499,17,33,3736.83,1.4,121588.97
10062,97,61,6172.27,14.41,322253.6
4869,25,37,6119.29,13.1,196753.53
5836,24,28,7808.5,20.94,172855.2
15366,50,36,3500.31,19.75,101123.96
17512,50,30,7207.74,6.98,201139.19
12733,1,60,883.12,14.06,45537.2
17288,38,77,5814.86,0.33,446266.66
11880,65,89,4200.02,4.79,355896.67
13273,84,47,7795.53,7.8,337811.5
5168,40,66,4943.06,12.92,284091.5
18034,53,81,7228.52,9.61,529242.6
3734,81,73,1708.19,12.74,108811.36
4610,57,39,4683.66,23.06,140540.71
15946,80,89,4532.04,2.0,395284.53
17226,50,51,5269.45,23.92,204458.88
3769,48,51,6972.14,29.15,251927.82
14310,61,78,734.12,20.87,45310.91
15554,32,15,6235.28,5.94,87973.57
16590,83,68,9460.19,14.79,548149.9
14765,100,72,311.0,20.47,17808.36
8923,35,99,6945.5,4.86,654186.92
8353,3,76,5419.38,17.64,339218.5
19309,19,10,213.3,20.13,1703.63
3291,50,38,7766.99,28.06,212327.76
18381,53,96,412.46,25.55,29479.34
17849,43,78,981.25,8.31,70177.23
16709,100,22,2315.58,22.24,39613.09
19492,56,24,9009.74,13.25,187582.79
15727,7,5,6353.6,21.93,24801.28
18195,86,28,3803.29,3.06,103233.46
9088,10,74,6433.31,26.46,350098.16
3988,78,52,9961.96,1.66,509422.76
16117,38,84,4553.62,24.83,287528.32
6186,28,96,9846.29,18.78,767727.05
11511,68,91,6652.13,12.05,532399.9
16209,61,58,9776.43,25.36,423233.39
7042,45,6,8173.86,5.83,46183.94
7949,34,6,6023.69,5.58,34125.41
543,44,83,6418.29,21.95,415786.45
11501,15,15,1585.81,14.93,20235.73
15780,55,24,7267.25,4.46,166635.14
4876,19,62,4605.77,12.75,249149.13
9813,47,38,3543.5,0.8,133575.78
14936,84,85,949.03,0.72,80086.74
11257,25,88,8963.22,25.5,587628.7
7877,93,86,4947.56,13.23,369197.81
9517,47,91,9463.26,2.01,843847.41
10453,16,100,6494.96,24.85,488096.24
12829,22,91,6407.51,9.77,526116.16
448,100,63,9124.59,25.15,430274.6
3021,38,26,9729.05,15.86,212836.59
1623,72,55,5180.51,22.41,221075.67
18828,24,8,2403.73,4.5,18364.5
9971,13,47,3096.75,15.2,123424.07
14527,15,93,4033.24,12.7,327454.72
19642,54,70,7594.84,28.21,381663.49
6546,77,84,8377.5,8.43,644387.25
7569,10,83,6809.38,14.61,482605.96
5100,64,29,711.22,16.6,17201.57
6993,94,61,2433.49,9.3,134637.7
9753,75,12,7420.71,18.43,72636.88
6503,53,33,3919.13,28.37,92640.0
5077,35,63,2091.72,9.68,119022.21
676,97,33,8503.78,10.02,252506.14
9417,31,98,1710.36,3.46,161815.79
18938,98,51,3465.67,17.38,146030.16
2523,60,43,1621.94,24.52,52642.33
5777,46,66,779.69,2.16,50348.01
5977,97,91,9291.12,6.19,793155.97
14522,42,97,5542.15,24.02,408459.78
8731,66,31,6193.14,5.04,182311.18
3664,4,34,9877.67,15.94,282307.76
7671,3,38,6403.19,23.33,186554.38
4811,50,97,4957.11,21.21,378853.58
19191,92,94,3195.2,4.69,286262.44
8712,61,82,5919.03,6.84,452161.8
3856,65,20,3536.45,29.59,49800.29
663,98,38,9802.97,5.48,352099.16
5571,88,85,6692.22,7.53,526005.15
12078,13,15,4677.04,5.65,66191.81
12089,54,96,5930.73,17.28,470966.39
10720,35,61,1700.73,6.59,96907.77
7011,81,16,7909.07,4.88,120369.72
3803,9,44,6928.87,16.9,253347.2
12372,15,26,7997.94,28.63,148411.37
17969,36,4,9992.39,14.29,34257.91
6561,35,65,7570.74,6.36,460800.66
6270,43,100,6887.92,22.04,536982.24
8728,32,65,8973.22,19.11,471798.45
18613,43,92,6375.09,3.69,564866.12
19983,21,58,4841.21,20.27,223874.01
5986,33,22,5972.51,28.43,94039.56
1614,65,94,7240.14,20.91,538265.31
9271,43,92,1947.34,24.73,134850.18
17283,46,36,4456.53,13.88,138166.69
16403,45,34,8311.96,15.89,237700.44
5842,9,26,6810.71,25.13,132578.64
4715,29,71,6050.25,24.68,323550.43
9310,6,40,197.87,4.95,7523.02
6295,65,32,5772.23,12.95,160791.24
11718,68,95,8923.33,24.2,642568.99
11705,48,98,635.32,15.73,52467.65
362,73,62,8526.98,17.19,437793.91
19759,53,71,2933.66,17.24,172380.69
12181,85,52,4034.8,5.68,197892.41
8178,79,38,8865.85,2.65,327974.39
14190,9,36,3814.15,6.93,127793.86
12793,68,48,4087.96,29.0,139317.68
4967,14,8,1987.28,14.57,13581.87
13134,78,91,6631.31,5.58,569776.74
16131,93,86,6299.02,15.21,459320.76
17672,99,76,5073.9,25.18,288518.19
3978,52,42,6663.92,29.52,197262.69
8748,85,12,635.27,18.75,6193.88
12379,35,44,546.25,3.98,23078.41
14579,59,25,1524.86,27.98,27455.1
2357,2,74,5391.95,25.12,298774.42
18914,68,62,5222.45,19.41,260943.89
7814,39,61,9640.56,16.0,493982.29
6901,9,67,5185.5,26.11,256714.92
10843,70,43,1319.96,16.89,47171.81
2472,100,16,6752.98,18.92,87605.06
12123,31,96,3741.1,12.54,314108.74
15746,21,11,5382.28,6.47,55374.51
12349,62,13,4931.43,7.15,59524.83
955,40,93,3095.3,27.11,209823.27
14261,25,4,1115.79,26.07,3299.61
5334,4,96,8904.56,3.29,826713.6
16842,85,80,1731.89,25.68,102971.25
11299,2,74,7559.82,11.76,493638.1
763,76,43,3945.56,28.03,122103.64
8791,38,37,5715.77,27.99,152289.26
10799,76,5,9411.99,17.12,39003.29
13348,77,35,8633.46,6.42,282771.72
7616,82,72,9413.52,24.85,509346.74
5431,86,21,1740.19,17.13,30284.0
1714,24,36,7663.52,12.9,240297.33
18229,3,82,9172.99,20.38,598889.84
7600,77,43,4502.67,23.94,147263.42
2436,90,84,2003.42,29.86,118036.7
6917,2,13,7653.32,18.09,81494.85
12441,85,47,1551.1,14.8,62112.25
4039,75,70,2886.86,13.21,175385.41
19071,94,64,6437.09,22.95,317425.78
19960,66,21,3919.35,12.0,72429.59
17862,75,28,6305.47,15.5,149187.42
6017,77,80,6364.92,15.25,431541.58
516,28,96,3736.19,5.3,339664.51
17032,75,94,1597.79,9.88,135353.26
18595,61,25,6372.58,13.16,138348.71
15161,45,2,9834.55,16.58,16407.96
2181,53,92,6926.42,14.81,542856.78
15880,98,30,6409.6,2.37,187730.77
16240,54,42,6761.31,8.23,260603.88
7432,41,57,7598.21,14.86,368739.61
17339,42,66,5827.12,0.75,381705.5
7831,92,54,2687.24,18.61,118105.81
527,29,12,2400.66,13.22,24999.51
12153,68,28,9198.38,25.34,192290.29
5894,35,18,7431.33,19.78,107305.43
16017,85,5,4108.84,14.99,17464.62
584,6,13,4751.73,27.22,44958.02
10015,60,83,6390.56,13.62,458173.76
16284,7,44,6060.35,9.72,240736.5
309,82,83,8725.74,22.51,561210.8
1007,72,84,1966.3,20.5,131309.51
10536,16,6,2344.28,0.83,13948.93
9796,87,59,5352.45,17.24,261351.57
16735,47,60,4642.25,1.05,275610.38
13808,85,21,802.93,5.87,15871.76
13299,4,28,3702.04,25.59,77131.26
7799,2,26,838.63,29.64,15341.56
6559,60,89,3464.77,19.34,248726.83
13987,38,6,2642.1,0.94,15703.59
12245,8,96,5509.23,3.98,507836.41
472,5,5,1502.04,9.35,6808.0
4545,54,90,8804.25,20.64,628834.75
16260,3,40,7080.33,22.39,219801.76
12863,81,23,134.24,18.54,2515.09
12810,13,71,3392.3,25.14,180302.78
9061,7,51,8506.1,21.93,338676.33
15500,44,39,5797.95,12.2,198533.4
3663,67,14,6472.1,16.21,75921.62
6743,13,83,4149.19,21.03,271959.07
17982,77,97,1718.75,13.76,143778.25
1053,92,100,3849.07,26.36,283445.51
13736,87,71,5297.62,16.85,312752.94
479,70,85,1240.94,23.51,80681.58
15919,69,59,6619.6,20.71,309672.17
13385,24,97,5326.38,10.42,462823.01
17703,80,2,4538.03,17.02,7531.31
9061,17,27,1110.27,17.61,24698.29
14563,57,99,3918.12,12.06,341113.88
7696,38,68,727.92,6.87,46098.01
11936,75,58,8576.18,27.36,361324.75
7619,78,7,8255.62,22.88,44567.14
11420,76,56,4281.54,2.77,233124.72
9974,1,89,6099.1,12.74,473664.64
1311,73,89,4286.54,24.99,286164.7
3020,73,43,1690.71,7.55,67211.64
5677,9,72,287.58,11.51,18322.53
1343,66,3,3466.49,28.75,7409.62
18125,51,52,6022.92,26.05,231605.37
2961,56,16,9065.48,5.73,136736.45
12347,40,46,4918.78,27.33,164425.96
16306,78,95,5169.84,2.76,477579.48
18165,42,15,3649.57,19.07,44303.96
7941,26,58,5879.6,21.22,268653.04
9296,94,87,3982.22,3.94,332802.89
16337,50,31,6958.56,2.94,209373.33
1705,70,78,8976.85,6.37,655591.92
1741,21,55,4523.66,11.3,220686.75
17843,40,90,7956.83,27.88,516461.92
7173,49,89,512.69,6.33,42741.07
11208,28,57,9278.6,27.84,381639.95
1021,91,9,4735.21,28.14,30624.5
19919,43,94,3695.01,0.06,347122.54
14998,5,62,8262.49,0.89,507715.14
10477,72,39,7723.57,24.08,228685.64
15204,76,31,5167.92,22.8,123678.66
3242,25,87,9147.1,11.65,703087.27
13887,38,82,6648.16,4.49,520671.92
1428,72,45,6255.76,28.86,200265.64
1378,12,73,2879.15,29.38,148427.67
12712,36,83,5450.79,18.33,369487.8
1761,32,75,1791.31,19.4,108284.69
15396,32,64,5802.33,25.95,274984.02
3135,63,12,2460.59,29.31,20872.69
3377,72,39,6315.95,20.92,194791.48
12765,80,44,8463.12,14.08,319946.56
2600,34,42,1088.68,17.86,37558.15
1237,45,37,6884.84,10.61,227711.26
12218,59,42,8132.64,26.86,249824.94
12349,48,79,9719.32,4.56,732813.4
16987,21,50,286.62,14.84,12204.28
18749,56,75,4553.05,4.33,326692.72
19295,54,65,3290.79,12.83,186457.81
4173,14,52,3431.91,21.98,139233.96
14500,44,14,1642.49,12.42,20138.9
2397,28,74,229.35,20.8,13441.74
8450,31,89,5172.03,19.35,371240.56
4189,23,81,7493.53,11.99,534199.52
6895,65,73,9205.47,22.3,522143.46
11002,95,98,8850.41,16.2,726831.07
3225,43,71,3960.75,2.53,274098.55
9349,44,46,7206.53,15.96,278592.92
18426,44,90,7456.23,13.75,578789.85
8449,65,49,1631.84,5.18,75818.22
8241,27,19,2067.57,27.19,28602.56
4411,29,68,1866.15,26.82,92864.1
4289,82,65,7430.07,6.27,452673.3
11268,64,8,9571.03,27.28,55680.42
2920,78,3,1859.1,2.48,5438.98
10325,23,86,2358.83,6.0,190687.82
17659,57,47,1376.09,6.75,60310.58
7895,8,18,7110.77,17.42,105697.33
7714,15,61,7362.01,17.44,370762.6
7616,59,1,2637.08,22.12,2053.76
15841,92,25,3932.43,1.2,97131.02
4619,17,85,1205.84,19.17,82847.84
12006,59,99,7583.88,7.43,695019.37
