id,company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
3871,АО «Копылов»,Retail,www.rao.info,+74150444554,"бул. Ключевой, д. 9/8",г. Шатки,Доминика,745463,25139f58-6602-44c9-b0d7-6bcfcad533c1,Inactive
3872,Колесников и партнеры,Retail,www.ooo.org,8 (347) 579-85-34,"пр. Курчатова, д. 89 стр. 785",с. Кедровый,Ливан,858935,05c01860-314c-48b2-a11f-0efb2cbcc845,Lead
3873,НПО «Котова Веселова»,Finance,www.npo.org,8 886 978 64 14,"наб. Коммуны, д. 583 стр. 4",клх Черняховск,Малайзия,791839,05c01860-314c-48b2-a11f-0efb2cbcc845,Active
3874,Роскосмос,Retail,www.zaharova.biz,+7 561 838 39 89,"пер. Ленский, д. 1 к. 8/6",п. Норильск,Коморы,571585,b56c391c-6bca-429b-846b-f1bba5fe72b7,Active
3875,Трубная грузовая компания,Logistics,www.lihacheva.biz,8 854 395 4820,"ул. Загородная, д. 9 к. 2/8",д. Миллерово,Северная Македония,142302,c79ef18a-241f-4f0d-9e99-4b46ab236ef0,Inactive
3876,ИП «Блинова-Шарапов»,Energy,www.ech.edu,8 (520) 654-2344,"ш. Больничное, д. 7/7",ст. Поронайск,Сингапур,084580,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Lead
3877,ИП «Субботина»,Construction,www.avesta.info,8 (050) 527-81-96,"бул. Казачий, д. 737 стр. 8/3",ст. Жуковский,ОАЭ,569022,53954df3-04e4-48a9-a745-976bd512e029,Prospect
3878,ООО «Панфилов»,Education,www.rao.org,88590919660,"алл. Ярославская, д. 85",к. Волхов,Сьерра-Леоне,072528,4b005064-535a-4936-bd7f-a59a25eabb37,Prospect
3879,НПО «Елисеева»,Consulting,www.ponomareva.edu,+73226371836,"ул. Восточная, д. 783 стр. 53",д. Нарьян-Мар,Лаос,213914,345fa7de-cbce-4eeb-b157-a2bef0c7d98d,Prospect
3880,Белякова Лимитед,Finance,www.ip.biz,+76846775890,"алл. Хуторская, д. 16 стр. 4",ст. Рыльск,Украина,420204,0016c387-af40-4251-a23d-2d33d8db8fc3,Lead
3881,Дьячков Инк,Energy,www.ford.edu,8 267 557 6599,"ш. Пушкина, д. 16 стр. 33",п. Игарка,Бахрейн,213308,e569374f-f830-4eca-a925-9b070e452822,Lead
3882,ООО «Субботин-Игнатов»,Retail,www.bikova.org,+7 641 942 0162,"наб. Сиреневая, д. 932",д. Томари,Казахстан,318941,f12d392d-307e-4d38-816c-51a68f765432,Active
3883,НПО «Кузьмин-Симонова»,Retail,www.nefteprodukttred.biz,8 885 255 6941,"бул. Новый, д. 9 стр. 7/7",к. Выборг,Кот-д’Ивуар,438710,6561c367-88b9-480f-ae11-f75e5d5497c1,Prospect
3884,"РАО «Медведева, Соколова и Лукин»",Education,www.ip.edu,8 (578) 893-48-88,"пер. Верхний, д. 568",ст. Урус-Мартан,Израиль,559196,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Inactive
3885,НПО «Власов»,Retail,www.ao.biz,8 406 567 8285,"ш. Правды, д. 607 к. 851",клх Игнашино,Кипр,012759,4e7190e1-758f-4dd1-8536-79cded9adfcf,Lead
3886,"ЗАО «Пономарев, Шарапова и Александрова»",Finance,www.npo.ru,+7 (575) 323-81-05,"бул. Февральский, д. 356 к. 1",г. Стрежевой,Монголия,143056,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Active
3887,Симонова и партнеры,Manufacturing,www.oao.org,86193285767,"ш. Маркса, д. 9/4 к. 63",г. Тосно,Коморы,815818,c80d0b85-1ae3-43cd-b10d-674e4f4f7e7f,Inactive
3888,"АО «Аксенова, Брагин и Красильникова»",Energy,www.avtotor.edu,8 599 074 6921,"пер. Краснодарский, д. 7",клх Хоста,Гамбия,239377,c2eee187-c3cb-488a-8247-980b7b483275,Active
3889,РАО «Быкова Якушев»,Finance,www.martinov.info,8 938 756 0763,"наб. Бульварная, д. 71 к. 8",с. Курильск,Эстония,226807,1d64c1c8-d0af-4367-95f1-a38458985cd6,Prospect
3890,РАО «Зайцева»,Logistics,www.gk.org,8 (371) 258-0027,"ш. Правды, д. 515",клх Хасавюрт,Белиз,864144,6bbb3b91-8128-4a83-aa19-6820d22506d1,Prospect
3891,РАО «Зимина Волков»,Retail,www.rao.org,8 (699) 838-65-15,"ш. Омское, д. 46 стр. 15",г. Минеральные Воды,Сенегал,873045,4b005064-535a-4936-bd7f-a59a25eabb37,Lead
3892,"АО «Третьякова, Ситников и Вишняков»",Logistics,www.rossiskie.info,8 (291) 469-62-50,"пр. Строительный, д. 9/3 к. 7/7",ст. Кунгур,Латвия,577857,de533e47-7160-4cbe-bc90-e7d7769b94e6,Inactive
3893,ЗАО «Ларионова-Власов»,Logistics,www.npo.info,8 (973) 542-2969,"наб. Мостовая, д. 8/9 стр. 65",к. Бузулук,Буркина-Фасо,857885,462ef563-75dc-4638-baeb-5d7ca6835ef2,Inactive
3894,"ИП «Гусева, Кириллова и Панфилов»",Consulting,www.oao.edu,82678043579,"алл. Победы, д. 879 к. 58",с. Меренга,Боливия,462553,62c08ecb-e215-42fd-bd0f-cf7238df9127,Lead
3895,ЗАО «Михеев-Лихачева»,IT,www.doronina.info,8 664 408 1726,"ул. Февральская, д. 3/6",д. Губкинский,Венесуэла,264730,90f73e7c-5f38-4e79-9533-9612b8567e34,Active
3896,Денисов Групп,IT,www.oao.biz,+70303620245,"наб. Мелиораторов, д. 84",к. Шумиха,Сент-Винсент и Гренадины,142530,de533e47-7160-4cbe-bc90-e7d7769b94e6,Inactive
3897,Нижнекамскнефтехим,Energy,www.npo.org,80044038470,"пр. Медицинский, д. 652 к. 23",д. Тарко-Сале,Саудовская Аравия,618853,c2eee187-c3cb-488a-8247-980b7b483275,Active
3898,"ЗАО «Носкова, Ковалев и Калинина»",Construction,www.oao.ru,89221706478,"бул. Майский, д. 8",клх Апшеронск,Республика Корея,988306,36aefd90-26da-4c6d-a6c3-8fe04cd3be3a,Lead
3899,АО «Маслова Горбунова»,Logistics,www.npo.net,+7 (951) 539-9407,"пер. Братский, д. 2/5",клх Камышлов,Литва,543305,4b005064-535a-4936-bd7f-a59a25eabb37,Prospect
3900,ООО «Котов-Маслова»,Retail,www.zao.org,8 816 378 8902,"наб. Разина, д. 9 к. 63",с. Буйнакск,Молдавия,319152,5067ee53-7118-43de-a30e-0d947418b0b0,Prospect
3901,"ОАО «Рожкова, Ефимова и Максимова»",IT,www.rao.org,+7 (033) 884-1140,"пер. Дачный, д. 818 стр. 7",ст. Бреды,Колумбия,200707,c18288c9-02cf-4c3a-a707-f57e185d7575,Active
3902,РАО «Зайцев»,Manufacturing,www.ao.info,88187266763,"пр. ДОС, д. 8/9",к. Слюдянка,Португалия,033262,25139f58-6602-44c9-b0d7-6bcfcad533c1,Inactive
3903,АО «Дементьев»,Finance,www.bragin.biz,83060835657,"ул. Шоссейная, д. 7/6",г. Оха,Гондурас,830271,333a683f-b1b4-463c-9b99-2cd3bd395531,Active
3904,РАО «Беляков-Зыкова»,Consulting,www.poljakov.ru,8 (631) 021-8568,"ш. Мичурина, д. 572",г. Ростов,Восточный Тимор,800896,8aa884a6-4838-4786-9321-9842cd5a6452,Lead
3905,ЗАО «Яковлев-Лебедева»,Healthcare,www.gruppa.info,+7 164 053 2112,"алл. Нахимова, д. 638 к. 91",к. Холмогоры,Новая Зеландия,626707,c18288c9-02cf-4c3a-a707-f57e185d7575,Prospect
3906,"НПО «Елисеева, Вишняков и Громов»",Construction,www.ip.info,87460910015,"алл. Демьяна Бедного, д. 54 к. 362",клх Люберцы,Мозамбик,305545,9b92a97c-3d01-4c0f-aedb-89585e98103f,Inactive
3907,"РАО «Одинцов, Кулагин и Ефремов»",Finance,www.ooo.info,+7 308 985 51 03,"пр. Песочный, д. 381",д. Дудинка,Израиль,261210,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Inactive
3908,ООО «Беляева Сысоева»,Retail,www.gugl.biz,+7 (922) 718-8531,"алл. Семашко, д. 50 стр. 76",с. Орел,Кирибати,763611,c18288c9-02cf-4c3a-a707-f57e185d7575,Lead
3909,ОАО «Коновалов»,Healthcare,www.zao.biz,+75300515652,"ш. Речное, д. 8/6 стр. 9/9",п. Суздаль,Габон,802165,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Lead
3910,Транскапиталбанк,Logistics,www.zao.ru,+7 796 125 7572,"наб. Кленовая, д. 764 стр. 1",ст. Лотошино,Самоа,228641,de533e47-7160-4cbe-bc90-e7d7769b94e6,Prospect
3911,ЗАО «Комиссаров»,Finance,www.slavneft.info,+7 240 582 68 00,"бул. Рязанский, д. 98 к. 6/6",с. Пинега,Лихтенштейн,731500,f12d392d-307e-4d38-816c-51a68f765432,Prospect
3912,ИП «Юдин Мясников»,Logistics,www.kozlov.org,+72608624416,"наб. Коммунальная, д. 23",к. Гремячинск (Бурят.),Дания,748710,aa64caf3-db10-44d4-aeff-6da4553c7b84,Prospect
3913,Степанова Групп,Manufacturing,www.sberbank.com,8 (836) 467-3834,"пер. Энергетический, д. 206",к. Томск,Кипр,608995,0a34abba-933b-46ad-83e7-26827392c528,Lead
3914,ИП «Тетерина»,Manufacturing,www.natsionalnaja.com,8 (809) 369-47-06,"пр. Комсомольский, д. 286 стр. 80",к. Невельск,Бруней,264392,4e7190e1-758f-4dd1-8536-79cded9adfcf,Lead
3915,Дикси Групп,Education,www.ip.edu,8 330 690 14 22,"пр. Льва Толстого, д. 7/7 стр. 3/8",клх Саранск,Ирак,809593,cc5244ad-e232-4726-a741-c386676a3d4d,Inactive
3916,ООО «Молчанов»,Energy,www.rao.biz,+7 (146) 609-5204,"наб. Пионерская, д. 48",д. Чебоксары,Экваториальная Гвинея,139605,6561c367-88b9-480f-ae11-f75e5d5497c1,Active
3917,АСР-Углесбыт,Logistics,www.ooo.edu,+7 (833) 373-0190,"пр. Физкультурный, д. 5/7",к. Змеиногорск,Кот-д’Ивуар,590927,6147fcda-5527-4f1c-8387-12a048a0dbe6,Lead
3918,Захарова и партнеры,IT,www.ao.edu,+7 696 101 4070,"алл. Шевченко, д. 1/6",г. Пинега,Перу,111557,cad0bf9d-0ecb-4321-9002-4129a26d0cc6,Prospect
3919,НПО «Вишнякова-Емельянов»,Healthcare,www.elko.edu,+7 568 289 4303,"пер. Шевченко, д. 56 к. 54",с. Калачинск,Румыния,824532,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Prospect
3920,Юг-Нефтепродукт,Manufacturing,www.npo.net,+7 962 914 7565,"алл. Степана Разина, д. 61 к. 32",д. Ревда (Сверд.),Тувалу,990172,7f989e1c-562c-4c27-94f4-fb1c0b2b5748,Inactive
3921,"ЗАО «Федотова, Устинов и Копылова»",Retail,www.ooo.ru,8 743 978 12 94,"бул. Ломоносова, д. 7/2 к. 28",д. Миасс,Мексика,093366,0a34abba-933b-46ad-83e7-26827392c528,Prospect
3922,РАО «Дьячкова-Ермаков»,Healthcare,www.npo.net,8 393 583 3306,"алл. Станиславского, д. 979 к. 1",п. Лотошино,Люксембург,398664,6561c367-88b9-480f-ae11-f75e5d5497c1,Inactive
3923,Князев Лтд,Finance,www.rao.com,+7 446 094 0322,"ш. Радужное, д. 8/3 стр. 35",п. Учалы,Сьерра-Леоне,746879,c2eee187-c3cb-488a-8247-980b7b483275,Active
3924,ООО «Федорова-Мельникова»,Logistics,www.oao.info,+7 (372) 987-21-62,"пер. Песочный, д. 92",к. Чикола,Малави,620799,f12d392d-307e-4d38-816c-51a68f765432,Prospect
3925,АО «Лебедев»,Finance,www.avdeeva.info,+79002126852,"бул. Космодемьянской, д. 12 к. 244",клх Кузнецк,Малави,245338,54bfa54b-6025-467b-aa7f-d368d674b282,Active
3926,Хенкель Рус (Henkel),Consulting,www.ao.com,+7 279 607 0770,"пер. Крылова, д. 3/7 к. 2/4",д. Добрянка,Норвегия,143354,5d89668a-9971-4eb7-b1d1-0f9cda7dff34,Prospect
3927,Совкомфлот,Consulting,www.gorshkova.net,8 (018) 510-8356,"ш. Минина, д. 617",д. Луховицы,Казахстан,687209,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Inactive
3928,ИП «Зыкова»,Logistics,www.ao.com,+76134887184,"алл. Орджоникидзе, д. 85",клх Юрюзань,Колумбия,104090,05c01860-314c-48b2-a11f-0efb2cbcc845,Inactive
3929,Маркова Групп,Retail,www.vektrum-k.com,+7 (112) 572-19-45,"пер. Громова, д. 43 к. 28",клх Талдом,Эритрея,921968,235fe186-a0f9-4571-9586-7ef9607dcfb9,Inactive
3930,"ОАО «Коновалова, Голубева и Степанова»",Energy,www.rao.edu,+7 415 729 3548,"пр. Тихий, д. 6 к. 72",д. Горячий Ключ,США,722889,326fef3f-8a26-4a01-9085-13fb37483e01,Inactive
3931,"ООО «Родионова, Савельев и Лукина»",Retail,www.oao.info,89666634813,"алл. Таманская, д. 258 к. 92",п. Советский,Доминиканская Республика,188323,1b0ddc6a-e5ab-4b01-95b0-c8e798fa2c50,Active
3932,ОАО «Брагин»,Construction,www.ooo.biz,8 (255) 849-1450,"бул. Макаренко, д. 28 стр. 8/9",д. Городовиковск,Гаити,596144,680551ba-1c0f-4ab2-a55a-da49832494b0,Active
3933,"ЗАО «Лаврентьева, Рыбаков и Ковалева»",Construction,www.ao.biz,8 386 554 63 62,"ул. Огородная, д. 1",с. Бронницы,Тунис,132363,f13f445b-657d-454e-9b07-e385cb8ff100,Lead
3934,ЗАО «Осипова-Тихонов»,Retail,www.oao.edu,8 604 629 94 71,"бул. Городской, д. 5/9 к. 5",с. Нефтекамск,Швейцария,667277,c79ef18a-241f-4f0d-9e99-4b46ab236ef0,Inactive
3935,DDS,Energy,www.ip.biz,+7 101 645 4655,"пер. Ключевой, д. 320 стр. 299",клх Данков,Панама,513707,e62ff463-11e4-4869-97c0-b83fc951c5b2,Lead
3936,ОАО «Медведева»,Consulting,www.ip.net,+7 (479) 462-17-43,"пр. Воровского, д. 7",ст. Ржев,Маршалловы Острова,180027,25139f58-6602-44c9-b0d7-6bcfcad533c1,Lead
3937,Овчинников Лтд,Manufacturing,www.karpov.edu,+7 (395) 678-5003,"ул. Никитина, д. 7/4 к. 514",п. Рыльск,Гватемала,662137,f0445761-f8ea-4d17-840b-8abde2c14d9c,Lead
3938,Тетерина Инк,Logistics,www.npo.edu,8 063 663 8198,"пер. Светлый, д. 6/8 стр. 5",клх Бирск,Сейшельские Острова,997315,14b3c043-410e-46ff-8ce9-5e306e839292,Active
3939,Суворова Лимитед,Education,www.nezavisimaja.edu,8 (133) 058-1858,"бул. Транспортный, д. 76 стр. 48",ст. Бомнак,Буркина-Фасо,478923,53954df3-04e4-48a9-a745-976bd512e029,Prospect
3940,ИП «Громов Гуляев»,Energy,www.ao.edu,89449493346,"пер. Стахановский, д. 362 к. 43",к. Урус-Мартан,Иран,499516,25139f58-6602-44c9-b0d7-6bcfcad533c1,Prospect
3941,ОАО «Воронова»,Manufacturing,www.anisimova.edu,8 510 139 0502,"пр. 9 Января, д. 8 стр. 72",клх Новокузнецк,Чад,204140,f945d903-b6be-4943-a56b-1c7742941d83,Lead
3942,ООО «Григорьева Суханова»,Finance,www.vertoleti.info,8 836 904 06 03,"ул. Минская, д. 896 к. 1/7",д. Южно-Сахалинск,Венгрия,817611,235fe186-a0f9-4571-9586-7ef9607dcfb9,Prospect
3943,Магнит,Education,www.ao.edu,8 309 984 1201,"бул. Космодемьянской, д. 78 к. 2",п. Новороссийск,Кот-д’Ивуар,953466,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Active
3944,Завод имени Дегтярева,Construction,www.nornikel.info,8 071 299 8922,"бул. Краснодарский, д. 9 к. 916",ст. Кизляр,Сальвадор,305689,90f73e7c-5f38-4e79-9533-9612b8567e34,Prospect
3945,Александрова Лтд,Education,www.npo.info,83149031197,"пр. Степана Разина, д. 5 к. 79",г. Медногорск,Сейшельские Острова,781206,f12d392d-307e-4d38-816c-51a68f765432,Prospect
3946,ИП «Кудряшов Пономарева»,Logistics,www.inventive.edu,+73024341831,"бул. Колхозный, д. 909 стр. 161",клх Кижи,Бенин,950409,ca32c20b-5b70-4044-b0a4-f83b7b00a452,Inactive
3947,ИП «Воронова»,IT,www.grigoreva.org,8 (756) 184-13-14,"бул. Фестивальный, д. 5 стр. 336",с. Невьянск,Сингапур,690908,cc5244ad-e232-4726-a741-c386676a3d4d,Active
3948,ОАО «Гущина-Владимиров»,Education,www.ao.ru,+7 (347) 684-74-43,"ул. Большевистская, д. 7",с. Арзамас,Эритрея,528155,c07a8647-4982-452b-9854-8af1315ab178,Prospect
3949,Третьякова Инкорпорэйтед,Healthcare,www.ooo.info,+7 (135) 033-9494,"алл. Енисейская, д. 916 стр. 3/1",п. Южноуральск,Сальвадор,090177,706b2b58-712e-4e13-bf6d-02bf92eacd48,Inactive
3950,ОАО «Красильникова-Зиновьева»,Healthcare,www.oao.edu,8 730 021 5441,"ул. Братская, д. 251 к. 9",с. Кирово-Чепецк,Лихтенштейн,254907,30a703a5-7562-439c-8cc3-107388498509,Prospect
3951,Дьячкова Инкорпорэйтед,Logistics,www.zao.com,8 657 441 86 96,"пер. Стахановский, д. 7",ст. Меренга,Мозамбик,754162,162b6fad-d086-44a9-b3cc-831df164d260,Active
3952,"РАО «Денисов, Сазонов и Вишняков»",Energy,www.tinkoff.com,8 (775) 402-1765,"пр. 40 лет Победы, д. 122",ст. Северо-Курильск,Замбия,040869,6147fcda-5527-4f1c-8387-12a048a0dbe6,Lead
3953,ИП «Горбачева-Одинцов»,Retail,www.ip.ru,+7 025 900 4738,"ул. Олимпийская, д. 2",клх Мезень,Австрия,824239,cad0bf9d-0ecb-4321-9002-4129a26d0cc6,Prospect
3954,ОАО «Захарова»,Construction,www.rao.info,+7 (000) 562-6217,"алл. Дорожная, д. 6",ст. Листвянка (Иркут.),Греция,529622,b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,Active
3955,ИП «Андреев»,Logistics,www.ip.net,+7 291 176 1557,"наб. Кубанская, д. 1/5 к. 73",к. Губкин,Бурунди,822627,333a683f-b1b4-463c-9b99-2cd3bd395531,Prospect
3956,ООО «Куликов»,Education,www.npo.info,8 (518) 516-0138,"наб. Заливная, д. 6/1 к. 86",клх Усть-Катав,Узбекистан,932255,1fea1f3c-e651-494c-b77e-ecc442f78396,Inactive
3957,ООО «Хохлов-Комарова»,Healthcare,www.ao.net,8 529 089 8560,"алл. Халтурина, д. 3/3 к. 2/9",г. Гремячинск (Перм.),Сент-Люсия,042114,14153a97-07db-4aba-9926-35f1fa8181e5,Lead
3958,Жданов Лтд,Energy,www.npo.edu,8 956 093 6115,"пер. Песочный, д. 404 стр. 881",г. Сосьва (Хант.),Эстония,008042,4811bf4b-074e-41c4-8d24-edd809da1828,Lead
3959,ИП «Волкова-Мухин»,IT,www.oao.info,+7 077 432 9953,"пер. Таежный, д. 8/3 к. 5",к. Туруханск,Колумбия,268876,39dd5b71-1690-4156-80cc-027a0c8f1450,Lead
3960,Мострансавто,Consulting,www.ip.org,8 823 129 5192,"алл. Павлика Морозова, д. 764 к. 2",клх Абинск,Кот-д’Ивуар,294503,cad0bf9d-0ecb-4321-9002-4129a26d0cc6,Prospect
3961,Приосколье,IT,www.npo.biz,+7 (628) 111-82-21,"ш. Королева, д. 20 к. 105",г. Шатой,Португалия,509993,ebd3241d-88c2-43e1-a5bc-c9067fe59507,Prospect
3962,"РАО «Калинин, Виноградов и Игнатьева»",Healthcare,www.ip.ru,+7 (158) 494-9457,"наб. Кутузова, д. 1 стр. 7",д. Челюскин,Израиль,114551,9b92a97c-3d01-4c0f-aedb-89585e98103f,Lead
3963,"ОАО «Зиновьева, Родионова и Крюкова»",Education,www.panov.info,8 (366) 225-47-04,"ш. Челюскинцев, д. 7 стр. 172",г. Кажим,Бельгия,311611,6561c367-88b9-480f-ae11-f75e5d5497c1,Active
3964,ИП «Киселева-Воронова»,Retail,www.oao.org,8 657 819 31 48,"бул. Геологический, д. 599",к. Рославль,Монако,052799,6bbb3b91-8128-4a83-aa19-6820d22506d1,Active
3965,АО «Носова Мишин»,Finance,www.zao.net,+7 932 389 1587,"ул. Советов, д. 68",д. Малоярославец,Кот-д’Ивуар,532284,39dd5b71-1690-4156-80cc-027a0c8f1450,Inactive
3966,Шарапова Инк,Construction,www.oao.com,+7 343 158 07 94,"ш. Лермонтова, д. 22",к. Назрань,Шри-Ланка,981937,151e0785-f19b-499e-9983-9cde827772dc,Active
3967,Алексеев Лимитед,Energy,www.rao.edu,8 631 569 0838,"бул. Тенистый, д. 9/6",с. Каргасок,Уганда,375637,0016c387-af40-4251-a23d-2d33d8db8fc3,Active
3968,Дорофеева Лтд,Finance,www.gk.biz,+72520180047,"пр. Просвещения, д. 3 к. 339",г. Дно,Марокко,587579,345fa7de-cbce-4eeb-b157-a2bef0c7d98d,Inactive
3969,Родионова Лимитед,Retail,www.pk.info,8 (469) 218-0612,"наб. Геологов, д. 5/6 стр. 7/3",клх Красноярск,Мозамбик,714797,c701b146-51f6-48cb-880c-2900c6b708ee,Prospect
3970,Сибирская сервисная компания,Consulting,www.npo.com,+74466325492,"ш. Демьяна Бедного, д. 17 к. 7",г. Нижний Тагил,Сент-Винсент и Гренадины,757313,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Prospect
3971,АО «Гаврилов Суворов»,Logistics,www.oao.info,82000973100,"ш. Есенина, д. 3 стр. 3",г. Белогорск (Амур.),Белиз,107229,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Lead
3972,ООО «Тарасова»,Retail,www.rao.org,85505619371,"бул. Пожарского, д. 1 стр. 562",к. Югорск,Андорра,230349,c07a8647-4982-452b-9854-8af1315ab178,Inactive
3973,ООО «Петров-Иванов»,Finance,www.rao.biz,8 082 580 6416,"ш. Щорса, д. 8 к. 2",к. Клин,Лихтенштейн,322431,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Prospect
3974,Попова Лтд,Construction,www.houm.edu,8 (461) 251-43-68,"алл. Макарова, д. 7 к. 106",с. Кулунда,Молдавия,255891,345fa7de-cbce-4eeb-b157-a2bef0c7d98d,Active
3975,"ЗАО «Трофимов, Носкова и Бирюкова»",Healthcare,www.kotova.org,+79918164615,"пр. Октябрьский, д. 3/4 стр. 5/4",к. Валаам,Словения,240521,7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,Inactive
3976,НПО «Некрасов-Сорокина»,Consulting,www.zao.net,+7 (672) 489-26-34,"ул. Ангарская, д. 1/6",клх Семлячики,Киргизия,664255,de533e47-7160-4cbe-bc90-e7d7769b94e6,Inactive
3977,Юг-Нефтепродукт,Education,www.ao.net,8 638 704 7659,"ул. Астраханская, д. 775",ст. Курск,Андорра,652607,39dd5b71-1690-4156-80cc-027a0c8f1450,Lead
3978,Васильева Инкорпорэйтед,IT,www.ao.edu,+7 073 437 0897,"алл. Степная, д. 7 к. 81",к. Баргузин,Канада,232834,ddf4e884-2190-4d01-bf3a-6d16bad7c372,Active
3979,ИП «Костин Афанасьева»,Manufacturing,www.kupishuz.ru,8 (007) 393-1752,"ш. Почтовое, д. 51 стр. 60",г. Рубцовск,Коста-Рика,113862,3bb6d902-d316-418d-bdb4-8e8390ae2d6e,Inactive
3980,Ашан (Auchan),Logistics,www.ao.com,+7 745 214 66 69,"ш. Ягодное, д. 1",к. Гагарин,Йемен,708500,44ed7c98-8cc7-4f36-ba9c-ca25eb297175,Inactive
3981,ОАО «Куликова-Лебедева»,IT,www.rao.com,+7 462 344 1615,"пр. Пархоменко, д. 804",клх Курумкан,Бельгия,247486,36aefd90-26da-4c6d-a6c3-8fe04cd3be3a,Prospect
3982,"ООО «Щукина, Елисеев и Князева»",Retail,www.zao.net,+7 (246) 382-89-00,"ш. Горького, д. 724 стр. 73",п. Нарткала,Сьерра-Леоне,903443,fe2d484a-5fcd-478c-90a6-976604a12fe8,Prospect
3983,Фаберлик,Construction,www.ao.biz,+70654179595,"бул. Гвардейский, д. 3/1 стр. 9",ст. Кетченеры,Маврикий,809252,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Inactive
3984,Ростех,Consulting,www.ao.edu,8 (907) 623-15-72,"ш. Прудное, д. 9/3 стр. 797",д. Тобольск,Тунис,592709,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Active
3985,ОАО «Лукина-Петухов»,Construction,www.pavlova.com,+7 785 205 7669,"бул. Молодежный, д. 9 стр. 9/9",клх Петухово,Вьетнам,965332,e7bac3a7-46a7-4402-bc9c-9beb5573ef92,Inactive
3986,Кузьмин Групп,Construction,www.rao.info,8 (849) 764-2603,"бул. Высокий, д. 2",ст. Киржач,Гана,952716,8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,Lead
3987,ООО «Белозерова»,Finance,www.zao.org,80646117124,"пер. Вольный, д. 940 стр. 2",ст. Домбай,Республика Корея,360472,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Lead
3988,ООО «Ершов Ефремова»,Finance,www.zao.edu,8 (449) 687-08-69,"ул. Кленовая, д. 763",д. Нерчинск,Кения,465834,b60ad4be-9278-4a2b-affd-fd3574e6863c,Inactive
3989,"ЗАО «Горшкова, Яковлева и Степанов»",Construction,www.zao.org,+78612869565,"пр. Октября, д. 364",к. Аршан (Бурят.),Австрия,529063,5067ee53-7118-43de-a30e-0d947418b0b0,Active
3990,ЗАО «Воробьев Рогов»,Logistics,www.vita.edu,8 751 620 8529,"пер. Путевой, д. 7/8",клх Черемхово,Бенин,978181,7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,Active
3991,ЛГ Электроникс Рус (LG),Education,www.oao.com,+7 702 069 25 88,"ш. Надежды, д. 746",д. Лабытнанги,Кувейт,973967,c80d0b85-1ae3-43cd-b10d-674e4f4f7e7f,Inactive
3992,Орехова Инк,Construction,www.nornikel.org,8 551 265 93 52,"бул. Инженерный, д. 141 к. 4",ст. Котлас,Марокко,677312,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Active
3993,Ефремова Групп,Consulting,www.ooo.info,+7 (758) 847-1821,"ул. Демьяна Бедного, д. 6",ст. Карабулак,Гватемала,250900,dae3d3ab-75a1-46d9-a112-d9672d82ab30,Prospect
3994,АО «Зыков Исаева»,Consulting,www.ao.org,+7 (313) 239-8690,"бул. 70 лет Октября, д. 61",с. Горячинск,Ирландия,405400,7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,Active
3995,"ООО «Фролова, Ефимов и Родионова»",Healthcare,www.rao.biz,+7 809 428 80 95,"пр. Чехова, д. 2/4",к. Кежма,Индонезия,242900,5d89668a-9971-4eb7-b1d1-0f9cda7dff34,Lead
3996,Fonbet,Finance,www.rao.info,8 (565) 012-7490,"пр. Сосновый, д. 569 к. 61",д. Новый Уренгой,Мексика,510372,4c308874-36f4-465b-a575-4aabcaadab96,Prospect
3997,НПО «Воробьева Доронин»,Energy,www.rao.net,84493677787,"бул. Заречный, д. 2/2 стр. 9/7",к. Уренгой,Монако,161527,90479e76-3e3b-46ee-a13e-ca6a612e9c0e,Inactive
3998,Агафонов Лимитед,Construction,www.oao.org,88675753189,"алл. Докучаева, д. 4 к. 3/3",ст. Уфа,Сингапур,764399,1fea1f3c-e651-494c-b77e-ecc442f78396,Inactive
3999,Лапина Групп,Construction,www.ao.edu,+75357595722,"пр. М.Горького, д. 150",ст. Шилка,Уганда,823715,54bfa54b-6025-467b-aa7f-d368d674b282,Lead
4000,Терентьев Инк,Education,www.valdberriz.com,+7 146 308 8591,"алл. Ягодная, д. 9 к. 252",с. Руза,Непал,622206,0016c387-af40-4251-a23d-2d33d8db8fc3,Active
